,,"Transaction_Date_&_Time,Transaction_Value,Remarks,Transaction_Type,Age,Gender,Occupation,Industry"
Test1,4147,"2/19/2020 2:45,42571,Transaction,Duitnow,79,Male,Clinical research associate,Transport Network"
Test1,4148,"4/21/2020 7:41,13223,Credit Card Installment,Instant Transfer,36,Female,International aid/development worker,Tourism"
Test1,4149,"1/10/2020 18:55,87759,Utility,IBG,65,Male,""Production assistant, radio"",Defence"
Test1,4150,"3/19/2020 9:39,59645,House Installment,Duitnow,33,Female,Research scientist (maths),Transport Network"
Test1,4151,"1/30/2020 21:05,57228,Credit Card Installment,Instant Transfer,94,Female,""Designer, graphic"",Construction"
Test1,4152,"1/9/2020 1:56,16017,House Installment,Duitnow,41,Male,""Therapist, art"",Tourism"
Test1,4153,"1/21/2020 23:54,32677,Transaction,Duitnow,90,Female,""Engineer, civil (consulting)"",Automotive"
Test1,4154,"4/7/2020 12:00,63698,Car Installment,Instant Transfer,89,Female,Print production planner,Transport Network"
Test1,4155,"2/10/2020 2:27,32228,Car Installment,Duitnow,28,Female,Geophysicist/field seismologist,Tourism"
Test1,4156,"3/20/2020 8:20,16162,Car Installment,Instant Transfer,36,Male,""Engineer, production"",Energy"
Test1,4157,"4/22/2020 19:16,91881,Transaction,Instant Transfer,49,Female,Heritage manager,Defence"
Test1,4158,"4/6/2020 4:23,93180,Credit Card Installment,Duitnow,96,Male,Quality manager,Energy"
Test1,4159,"2/14/2020 20:54,62533,Car Installment,IBG,94,Female,Bookseller,Construction"
Test1,4160,"5/1/2020 6:04,44319,Transaction,Duitnow,73,Male,Production manager,Oil and Gas"
Test1,4161,"4/23/2020 0:01,99840,House Installment,Instant Transfer,74,Female,Environmental health practitioner,Eletrical & Electronic"
Test1,4162,"1/23/2020 10:58,40712,Utility,Instant Transfer,92,Female,Technical author,Finance & Banking"
Test1,4163,"1/28/2020 16:15,32672,Transaction,Instant Transfer,32,Female,Publishing rights manager,Tourism"
Test1,4164,"1/12/2020 17:47,70608,House Installment,IBG,38,Male,Education administrator,Eletrical & Electronic"
Test1,4165,"4/13/2020 12:44,97,Transaction,Instant Transfer,37,Male,Automotive engineer,Automotive"
Test1,4166,"3/8/2020 23:23,17993,Car Installment,IBG,63,Male,Probation officer,Tourism"
Test1,4167,"4/30/2020 18:15,66419,Utility,Instant Transfer,75,Female,Associate Professor,Defence"
Test1,4168,"1/20/2020 2:44,112,Transaction,Duitnow,49,Male,Astronomer,Medical Tourism"
Test1,4169,"5/8/2020 20:40,48585,Credit Card Installment,Instant Transfer,70,Male,Archaeologist,Construction"
Test1,4170,"4/24/2020 11:20,39484,Transaction,Instant Transfer,22,Male,Theatre manager,Medical Tourism"
Test1,4171,"4/17/2020 23:06,67875,House Installment,IBG,97,Female,IT consultant,Finance & Banking"
Test1,4172,"3/31/2020 6:04,56740,Credit Card Installment,IBG,44,Female,""Pharmacist, community"",Medical Tourism"
Test1,4173,"2/22/2020 22:28,36524,Transaction,Instant Transfer,43,Male,Therapeutic radiographer,Transport Network"
Test1,4174,"1/19/2020 3:01,7573,Credit Card Installment,Duitnow,21,Male,""Surveyor, rural practice"",Tourism"
Test1,4175,"3/26/2020 17:41,90647,Credit Card Installment,Instant Transfer,59,Female,Regulatory affairs officer,Finance & Banking"
Test1,4176,"2/4/2020 10:20,20263,Credit Card Installment,Instant Transfer,77,Male,Network engineer,Energy"
Test1,4177,"4/8/2020 21:30,2966,Transaction,Instant Transfer,87,Female,IT trainer,Finance & Banking"
Test1,4178,"5/9/2020 7:56,43185,Credit Card Installment,IBG,33,Female,Chiropractor,Oil and Gas"
Test1,4179,"3/24/2020 18:50,87078,Transaction,IBG,63,Female,""Editor, commissioning"",Eletrical & Electronic"
Test1,4180,"3/27/2020 14:43,99551,Transaction,Duitnow,62,Female,Naval architect,Finance & Banking"
Test1,4181,"5/7/2020 20:20,89073,House Installment,Duitnow,98,Female,Restaurant manager,Oil and Gas"
Test1,4182,"3/14/2020 9:40,54983,Utility,Instant Transfer,53,Female,""Scientist, research (life sciences)"",Eletrical & Electronic"
Test1,4183,"2/15/2020 6:23,24665,Car Installment,Instant Transfer,60,Male,Comptroller,Automotive"
Test1,4184,"1/8/2020 11:14,89856,Transaction,Duitnow,46,Male,Trade mark attorney,Automotive"
Test1,4185,"4/19/2020 17:36,30864,Credit Card Installment,Duitnow,46,Female,""Engineer, structural"",Tourism"
Test1,4186,"2/1/2020 13:59,38680,Transaction,IBG,88,Female,Diplomatic Services operational officer,Energy"
Test1,4187,"1/11/2020 0:39,46648,House Installment,Instant Transfer,52,Male,Psychiatrist,Medical Tourism"
Test1,4188,"4/25/2020 12:16,24608,Credit Card Installment,IBG,90,Female,Fisheries officer,Tourism"
Test1,4189,"2/1/2020 4:16,7772,Credit Card Installment,Instant Transfer,90,Male,Plant breeder/geneticist,Construction"
Test1,4190,"4/23/2020 20:19,6817,House Installment,Duitnow,55,Male,Theme park manager,Eletrical & Electronic"
Test1,4191,"4/26/2020 6:01,85337,Credit Card Installment,Instant Transfer,94,Female,Advertising copywriter,Construction"
Test1,4192,"3/3/2020 22:42,97801,House Installment,Duitnow,58,Female,Chief Marketing Officer,Medical Tourism"
Test1,4193,"3/13/2020 23:07,97934,Transaction,Duitnow,38,Male,Dealer,Tourism"
Test1,4194,"1/25/2020 14:53,40211,House Installment,Duitnow,74,Male,Restaurant manager,Construction"
Test1,4195,"1/18/2020 15:22,50831,Car Installment,Duitnow,37,Female,Astronomer,Energy"
Test1,4196,"2/8/2020 2:15,39959,Car Installment,IBG,27,Male,Production engineer,Energy"
Test1,4197,"1/9/2020 8:22,79724,Credit Card Installment,IBG,51,Male,Museum/gallery curator,Medical Tourism"
Test1,4198,"1/27/2020 21:50,57956,Credit Card Installment,IBG,55,Female,Medical sales representative,Oil and Gas"
Test1,4199,"4/30/2020 17:50,88858,Credit Card Installment,Instant Transfer,55,Male,Surgeon,Defence"
Test1,4200,"2/23/2020 7:13,68742,Credit Card Installment,Duitnow,97,Female,""Engineer, maintenance"",Eletrical & Electronic"
Test1,4201,"2/28/2020 2:13,90815,House Installment,Instant Transfer,91,Female,Ergonomist,Oil and Gas"
Test1,4202,"1/31/2020 23:05,80088,House Installment,Duitnow,91,Male,Conference centre manager,Construction"
Test1,4203,"4/13/2020 9:04,52262,Car Installment,Instant Transfer,20,Male,Operations geologist,Defence"
Test1,4204,"2/2/2020 4:04,51545,Car Installment,IBG,86,Female,""Engineer, maintenance"",Medical Tourism"
Test1,4205,"3/3/2020 7:07,66158,Credit Card Installment,Duitnow,18,Female,""Teacher, early years/pre"",Defence"
Test1,4206,"4/10/2020 5:27,68736,House Installment,IBG,67,Female,Risk manager,Automotive"
Test1,4207,"2/3/2020 19:32,94739,Car Installment,IBG,93,Female,Theme park manager,Eletrical & Electronic"
Test1,4208,"3/5/2020 14:33,778,House Installment,Duitnow,21,Female,Water quality scientist,Finance & Banking"
Test1,4209,"1/1/2020 13:33,98824,Transaction,Instant Transfer,99,Female,Museum/gallery exhibitions officer,Automotive"
Test1,4210,"3/11/2020 3:41,9084,House Installment,Duitnow,32,Female,Financial adviser,Transport Network"
Test1,4211,"5/10/2020 14:15,59567,Transaction,Duitnow,51,Male,Scientific laboratory technician,Eletrical & Electronic"
Test1,4212,"1/16/2020 1:05,14969,Utility,Instant Transfer,42,Male,Broadcast journalist,Eletrical & Electronic"
Test1,4213,"2/10/2020 16:53,5169,House Installment,IBG,87,Male,""Engineer, agricultural"",Medical Tourism"
Test1,4214,"1/12/2020 9:45,42260,Credit Card Installment,Duitnow,57,Female,""Scientist, audiological"",Eletrical & Electronic"
Test1,4215,"3/17/2020 21:02,10961,Car Installment,IBG,34,Female,Senior tax professional/tax inspector,Construction"
Test1,4216,"3/22/2020 12:25,44453,Utility,Instant Transfer,75,Female,""Engineer, manufacturing systems"",Eletrical & Electronic"
Test1,4217,"1/24/2020 23:00,878,Transaction,IBG,30,Female,Writer,Oil and Gas"
Test1,4218,"3/13/2020 20:17,81366,Transaction,Instant Transfer,83,Female,Early years teacher,Oil and Gas"
Test1,4219,"3/13/2020 9:39,9640,Transaction,Duitnow,72,Male,""Therapist, speech and language"",Finance & Banking"
Test1,4220,"4/6/2020 14:33,1035,Car Installment,Instant Transfer,78,Female,Editorial assistant,Tourism"
Test1,4221,"1/15/2020 12:14,16381,Car Installment,Duitnow,34,Male,Private music teacher,Energy"
Test1,4222,"3/17/2020 12:29,45986,Transaction,Duitnow,56,Male,Holiday representative,Energy"
Test1,4223,"5/10/2020 18:41,20778,Transaction,Duitnow,92,Male,Meteorologist,Construction"
Test1,4224,"1/19/2020 15:48,25126,Utility,IBG,44,Male,Environmental education officer,Tourism"
Test1,4225,"3/20/2020 2:16,74205,Credit Card Installment,IBG,82,Male,Clinical biochemist,Medical Tourism"
Test1,4226,"1/22/2020 22:41,70387,Utility,IBG,25,Female,Medical sales representative,Medical Tourism"
Test1,4227,"3/28/2020 3:58,90300,Car Installment,Instant Transfer,45,Female,Broadcast presenter,Eletrical & Electronic"
Test1,4228,"2/19/2020 8:59,69858,Utility,Instant Transfer,54,Male,Public house manager,Automotive"
Test1,4229,"3/5/2020 4:16,67113,House Installment,IBG,67,Female,""Programmer, applications"",Eletrical & Electronic"
Test1,4230,"3/3/2020 11:05,82292,Car Installment,Instant Transfer,89,Female,Health promotion specialist,Defence"
Test1,4231,"1/21/2020 14:18,7445,Utility,IBG,82,Male,Lobbyist,Defence"
Test1,4232,"4/19/2020 19:08,13988,House Installment,IBG,93,Male,Air traffic controller,Automotive"
Test1,4233,"1/7/2020 13:40,95029,Utility,Instant Transfer,29,Male,Corporate investment banker,Transport Network"
Test1,4234,"1/22/2020 14:32,27661,Credit Card Installment,Instant Transfer,66,Male,Futures trader,Finance & Banking"
Test1,4235,"4/5/2020 4:55,41603,Utility,Instant Transfer,30,Male,""Production assistant, radio"",Medical Tourism"
Test1,4236,"2/9/2020 18:41,70780,Credit Card Installment,Duitnow,33,Male,""Designer, fashion/clothing"",Finance & Banking"
Test1,4237,"3/21/2020 18:47,89765,Utility,Instant Transfer,77,Female,""Administrator, local government"",Finance & Banking"
Test1,4238,"3/24/2020 8:44,60263,Utility,Duitnow,58,Male,Product/process development scientist,Automotive"
Test1,4239,"4/2/2020 21:25,41457,Transaction,IBG,77,Female,Lawyer,Finance & Banking"
Test1,4240,"3/11/2020 21:34,56236,Transaction,IBG,54,Female,TEFL teacher,Construction"
Test1,4241,"5/5/2020 16:32,17665,Credit Card Installment,IBG,75,Male,Market researcher,Eletrical & Electronic"
Test1,4242,"3/15/2020 5:10,13781,Utility,Duitnow,87,Female,""Engineer, civil (contracting)"",Construction"
Test1,4243,"4/26/2020 6:02,35546,Credit Card Installment,IBG,52,Male,Osteopath,Construction"
Test1,4244,"1/31/2020 1:22,98991,Utility,Duitnow,22,Female,Call centre manager,Automotive"
Test1,4245,"2/23/2020 2:08,87288,House Installment,Duitnow,62,Female,Sales promotion account executive,Construction"
Test1,4246,"4/28/2020 19:43,70550,Transaction,Duitnow,72,Male,Lawyer,Finance & Banking"
Test1,4247,"5/6/2020 0:35,85638,Utility,Duitnow,76,Female,""Designer, textile"",Defence"
Test1,4248,"3/19/2020 6:00,77892,Credit Card Installment,Instant Transfer,35,Male,Paediatric nurse,Energy"
Test1,4249,"3/9/2020 15:30,29294,Credit Card Installment,IBG,84,Male,Systems analyst,Automotive"
Test1,4250,"2/27/2020 12:19,97847,Utility,IBG,51,Female,Tourist information centre manager,Defence"
Test1,4251,"3/7/2020 2:07,10258,Car Installment,Instant Transfer,50,Male,Materials engineer,Construction"
Test1,4252,"2/21/2020 0:58,22647,House Installment,Instant Transfer,91,Male,English as a foreign language teacher,Eletrical & Electronic"
Test1,4253,"3/9/2020 8:15,28991,Credit Card Installment,IBG,84,Female,""Pilot, airline"",Eletrical & Electronic"
Test1,4254,"3/2/2020 0:30,18490,Credit Card Installment,IBG,90,Female,Production engineer,Eletrical & Electronic"
Test1,4255,"4/18/2020 3:48,74590,House Installment,IBG,30,Male,Retail manager,Medical Tourism"
Test1,4256,"3/8/2020 18:05,5279,Transaction,Duitnow,74,Male,Audiological scientist,Tourism"
Test1,4257,"2/15/2020 2:15,76659,Transaction,Duitnow,93,Male,""Engineer, electrical"",Oil and Gas"
Test1,4258,"2/4/2020 22:51,61204,Credit Card Installment,IBG,64,Female,Proofreader,Automotive"
Test1,4259,"4/1/2020 16:55,69321,Car Installment,Duitnow,71,Female,Scientific laboratory technician,Energy"
Test1,4260,"1/28/2020 14:17,26641,Credit Card Installment,Instant Transfer,36,Female,Advice worker,Defence"
Test1,4261,"2/15/2020 18:45,35294,House Installment,Duitnow,34,Male,""Administrator, arts"",Medical Tourism"
Test1,4262,"3/12/2020 16:12,15138,Transaction,IBG,55,Female,Architectural technologist,Eletrical & Electronic"
Test1,4263,"3/29/2020 18:26,44433,Utility,Instant Transfer,39,Male,IT consultant,Automotive"
Test1,4264,"3/15/2020 3:09,79821,Credit Card Installment,Instant Transfer,21,Female,Database administrator,Oil and Gas"
Test1,4265,"3/24/2020 18:00,57367,Utility,Instant Transfer,43,Male,""Engineer, manufacturing systems"",Tourism"
Test1,4266,"3/19/2020 13:59,93206,Transaction,Instant Transfer,45,Male,""Engineer, water"",Automotive"
Test1,4267,"4/13/2020 5:24,97843,Transaction,Duitnow,87,Male,Make,Oil and Gas"
Test1,4268,"3/31/2020 20:37,22791,Car Installment,Instant Transfer,62,Male,""Investment banker, operational"",Construction"
Test1,4269,"1/14/2020 17:17,28612,Credit Card Installment,IBG,72,Female,""Surveyor, land/geomatics"",Oil and Gas"
Test1,4270,"3/21/2020 10:40,33139,Utility,Duitnow,41,Female,""Nurse, mental health"",Energy"
Test1,4271,"2/22/2020 5:40,74519,Car Installment,Instant Transfer,29,Female,""Editor, film/video"",Defence"
Test1,4272,"3/21/2020 9:23,76624,Utility,IBG,72,Male,Seismic interpreter,Oil and Gas"
Test1,4273,"4/24/2020 11:27,72750,House Installment,Duitnow,35,Male,Human resources officer,Automotive"
Test1,4274,"4/12/2020 9:25,82077,Car Installment,Instant Transfer,37,Female,Newspaper journalist,Automotive"
Test1,4275,"1/21/2020 14:22,86812,Car Installment,IBG,94,Female,Chief Marketing Officer,Oil and Gas"
Test1,4276,"4/18/2020 22:51,28670,Credit Card Installment,Duitnow,61,Male,Public relations account executive,Eletrical & Electronic"
Test1,4277,"4/14/2020 19:59,9354,Transaction,Duitnow,56,Female,Radio broadcast assistant,Finance & Banking"
Test1,4278,"3/1/2020 4:22,1890,Transaction,Instant Transfer,30,Male,Logistics and distribution manager,Defence"
Test1,4279,"3/20/2020 7:29,31153,Transaction,Duitnow,70,Female,Quantity surveyor,Defence"
Test1,4280,"2/19/2020 19:03,20084,Transaction,Instant Transfer,30,Female,Advertising art director,Oil and Gas"
Test1,4281,"2/2/2020 14:10,92118,Utility,Instant Transfer,65,Female,Neurosurgeon,Eletrical & Electronic"
Test1,4282,"1/14/2020 14:44,18135,House Installment,Duitnow,46,Male,Industrial/product designer,Defence"
Test1,4283,"1/29/2020 10:55,90403,Utility,Instant Transfer,45,Male,Geographical information systems officer,Automotive"
Test1,4284,"2/27/2020 6:07,24202,Transaction,IBG,27,Male,Special educational needs teacher,Energy"
Test1,4285,"1/24/2020 20:19,86964,Transaction,Instant Transfer,98,Male,Multimedia programmer,Construction"
Test1,4286,"2/24/2020 20:14,74448,Car Installment,Instant Transfer,33,Female,Arboriculturist,Medical Tourism"
Test1,4287,"1/30/2020 12:32,77477,House Installment,IBG,40,Female,Print production planner,Construction"
Test1,4288,"4/15/2020 23:25,84753,Car Installment,Instant Transfer,82,Female,Occupational hygienist,Defence"
Test1,4289,"4/28/2020 8:52,77694,Transaction,IBG,50,Female,""Runner, broadcasting/film/video"",Tourism"
Test1,4290,"1/9/2020 23:13,89262,Credit Card Installment,IBG,81,Male,Research scientist (life sciences),Transport Network"
Test1,4291,"1/30/2020 21:33,7587,House Installment,Instant Transfer,72,Male,Hospital doctor,Medical Tourism"
Test1,4292,"3/30/2020 4:18,84886,Credit Card Installment,Duitnow,48,Male,Airline pilot,Medical Tourism"
Test1,4293,"1/27/2020 15:57,78912,House Installment,Duitnow,67,Male,""Engineer, manufacturing systems"",Oil and Gas"
Test1,4294,"4/18/2020 19:11,22330,Utility,IBG,83,Female,Multimedia programmer,Transport Network"
Test1,4295,"2/26/2020 3:34,47755,House Installment,Duitnow,52,Male,Airline pilot,Oil and Gas"
Test1,4296,"1/2/2020 5:17,29875,House Installment,Duitnow,95,Female,Ambulance person,Construction"
Test1,4297,"1/22/2020 11:06,11764,Transaction,IBG,73,Female,Food technologist,Oil and Gas"
Test1,4298,"1/21/2020 3:08,27096,Credit Card Installment,IBG,89,Female,Museum/gallery curator,Defence"
Test1,4299,"1/2/2020 12:24,71221,Transaction,IBG,81,Male,Water quality scientist,Defence"
Test1,4300,"1/7/2020 20:15,41658,Credit Card Installment,Duitnow,77,Male,""Social research officer, government"",Construction"
Test1,4301,"1/7/2020 7:16,51961,House Installment,Duitnow,84,Female,""Engineer, site"",Construction"
Test1,4302,"5/1/2020 20:01,52430,Transaction,Instant Transfer,98,Female,Armed forces operational officer,Construction"
Test1,4303,"1/14/2020 5:01,41422,Car Installment,IBG,52,Male,Dancer,Oil and Gas"
Test1,4304,"3/8/2020 22:30,17133,Credit Card Installment,IBG,21,Female,Charity fundraiser,Tourism"
Test1,4305,"3/19/2020 3:29,40171,Utility,IBG,59,Male,Publishing copy,Tourism"
Test1,4306,"1/9/2020 0:56,65055,Utility,Instant Transfer,40,Male,Environmental health practitioner,Medical Tourism"
Test1,4307,"2/26/2020 19:17,84847,Credit Card Installment,Instant Transfer,58,Male,Animator,Automotive"
Test1,4308,"3/21/2020 3:44,28119,Utility,Duitnow,38,Female,""Librarian, academic"",Defence"
Test1,4309,"2/15/2020 23:10,55164,Transaction,Instant Transfer,66,Male,""Loss adjuster, chartered"",Eletrical & Electronic"
Test1,4310,"4/7/2020 1:45,90070,Credit Card Installment,Duitnow,48,Female,Television camera operator,Medical Tourism"
Test1,4311,"3/18/2020 17:11,93540,Car Installment,Duitnow,79,Male,Immunologist,Automotive"
Test1,4312,"3/26/2020 16:47,76034,Car Installment,Instant Transfer,39,Male,""Horticulturist, commercial"",Automotive"
Test1,4313,"2/6/2020 7:41,51336,Transaction,Instant Transfer,38,Female,Clinical embryologist,Transport Network"
Test1,4314,"1/23/2020 2:51,20817,Transaction,Instant Transfer,43,Male,Ranger/warden,Construction"
Test1,4315,"3/2/2020 8:23,25795,Credit Card Installment,IBG,44,Male,Fitness centre manager,Energy"
Test1,4316,"4/24/2020 0:49,60990,Car Installment,Instant Transfer,67,Female,""Therapist, horticultural"",Tourism"
Test1,4317,"1/31/2020 6:43,13880,Credit Card Installment,Instant Transfer,41,Male,Oceanographer,Energy"
Test1,4318,"2/26/2020 13:40,5501,House Installment,Instant Transfer,42,Male,Race relations officer,Oil and Gas"
Test1,4319,"1/21/2020 14:15,35570,Utility,Instant Transfer,43,Male,""Therapist, occupational"",Oil and Gas"
Test1,4320,"1/2/2020 1:03,23548,Transaction,Duitnow,68,Male,Fitness centre manager,Defence"
Test1,4321,"3/14/2020 9:04,96271,House Installment,IBG,93,Male,Air traffic controller,Oil and Gas"
Test1,4322,"2/21/2020 4:58,179,Car Installment,IBG,54,Male,Academic librarian,Automotive"
Test1,4323,"4/5/2020 10:21,97332,Car Installment,IBG,41,Male,Actor,Transport Network"
