Transaction_Date_&_Time,Transaction_Value,Remarks,Transaction_Type,Age,Gender,Occupation,Industry
5/12/2020 10:25,65385,Credit Card Installment,IBG,56,Female,"Optician, dispensing",Tourism
1/22/2020 6:37,16195,Transaction,IBG,50,Female,"Therapist, occupational",Finance & Banking
3/1/2020 10:25,64924,Transaction,IBG,86,Male,"Teacher, early years/pre",Eletrical & Electronic
1/17/2020 20:16,79,Credit Card Installment,Duitnow,57,Male,Clinical cytogeneticist,Medical Tourism
2/12/2020 14:31,4943,Credit Card Installment,Instant Transfer,88,Male,General practice doctor,Eletrical & Electronic
2/21/2020 16:13,16147,Credit Card Installment,Duitnow,61,Female,"Sales professional, IT",Automotive
4/10/2020 15:37,48596,House Installment,Instant Transfer,53,Male,"Engineer, manufacturing",Finance & Banking
3/12/2020 18:03,77614,Credit Card Installment,Duitnow,23,Female,Colour technologist,Energy
3/8/2020 18:23,85844,Car Installment,Instant Transfer,85,Female,"Designer, graphic",Defence
5/7/2020 4:04,39466,Utility,Duitnow,74,Male,Ranger/warden,Energy
3/31/2020 21:52,9896,Utility,IBG,89,Male,Bonds trader,Medical Tourism
4/18/2020 18:07,42841,Transaction,IBG,35,Female,Chief Financial Officer,Energy
3/12/2020 3:22,94348,House Installment,IBG,50,Female,Public house manager,Eletrical & Electronic
4/21/2020 19:07,23426,Car Installment,Duitnow,39,Female,Furniture designer,Energy
4/22/2020 5:18,23708,Credit Card Installment,Instant Transfer,41,Male,Charity fundraiser,Defence
2/7/2020 6:58,17742,Utility,IBG,39,Male,"Clinical scientist, histocompatibility and immunogenetics",Automotive
2/18/2020 11:17,73770,House Installment,Duitnow,97,Female,Advice worker,Energy
1/21/2020 12:51,1624,Car Installment,Instant Transfer,18,Female,Archaeologist,Defence
4/17/2020 5:40,51905,Car Installment,Duitnow,99,Male,Occupational psychologist,Automotive
4/29/2020 1:30,57709,Credit Card Installment,Duitnow,57,Male,"Loss adjuster, chartered",Oil and Gas
2/5/2020 10:05,33840,House Installment,Instant Transfer,52,Male,Psychotherapist,Energy
4/3/2020 3:56,19421,Utility,Duitnow,39,Female,Chartered certified accountant,Oil and Gas
2/15/2020 0:18,22445,Credit Card Installment,Duitnow,62,Female,Primary school teacher,Medical Tourism
3/24/2020 19:35,12609,Car Installment,Instant Transfer,86,Male,"Education officer, museum",Energy
4/22/2020 3:46,21132,Credit Card Installment,Instant Transfer,71,Female,Historic buildings inspector/conservation officer,Automotive
4/19/2020 6:09,96496,Utility,Instant Transfer,24,Male,Translator,Automotive
1/27/2020 11:36,42804,Utility,IBG,44,Male,"Buyer, retail",Medical Tourism
5/10/2020 18:23,23038,Credit Card Installment,Duitnow,33,Female,Science writer,Medical Tourism
4/24/2020 3:42,7441,Utility,Duitnow,37,Female,Arts development officer,Tourism
1/28/2020 9:59,29582,Car Installment,Instant Transfer,93,Male,Camera operator,Tourism
4/17/2020 0:10,41218,House Installment,Instant Transfer,72,Female,"Designer, exhibition/display",Construction
1/27/2020 7:55,1310,Car Installment,IBG,73,Female,"Psychologist, prison and probation services",Construction
2/26/2020 9:41,4011,Car Installment,IBG,60,Male,"Restaurant manager, fast food",Automotive
5/2/2020 20:31,90488,Car Installment,IBG,29,Male,Media planner,Medical Tourism
3/21/2020 1:53,78835,Car Installment,Instant Transfer,87,Female,"Scientist, research (life sciences)",Tourism
1/21/2020 1:52,62068,Credit Card Installment,Duitnow,40,Male,Associate Professor,Transport Network
2/28/2020 16:54,66896,Car Installment,Duitnow,96,Female,"Optician, dispensing",Defence
5/7/2020 22:58,10478,Transaction,Duitnow,82,Male,Equality and diversity officer,Medical Tourism
4/7/2020 17:48,33569,Utility,IBG,71,Male,IT technical support officer,Tourism
4/28/2020 15:26,55776,Utility,Instant Transfer,77,Female,"Engineer, civil (contracting)",Energy
3/4/2020 6:42,38718,Utility,IBG,25,Female,"Clinical scientist, histocompatibility and immunogenetics",Automotive
5/2/2020 14:19,84528,Credit Card Installment,Duitnow,34,Male,Clinical psychologist,Tourism
1/27/2020 6:51,46082,Utility,IBG,26,Male,Musician,Medical Tourism
1/23/2020 1:00,56481,Credit Card Installment,IBG,76,Male,"Teacher, early years/pre",Eletrical & Electronic
4/4/2020 15:08,46145,Credit Card Installment,Duitnow,81,Female,Human resources officer,Construction
3/11/2020 2:51,74647,House Installment,Instant Transfer,53,Female,Dietitian,Finance & Banking
3/1/2020 19:05,62810,Utility,Duitnow,82,Female,Trading standards officer,Medical Tourism
4/26/2020 6:21,71564,Utility,Instant Transfer,96,Female,"Accountant, chartered",Transport Network
4/17/2020 12:19,1080,Car Installment,Duitnow,44,Female,Water engineer,Automotive
3/23/2020 12:27,50461,Utility,Instant Transfer,79,Male,Sports therapist,Oil and Gas
4/15/2020 12:08,81983,Credit Card Installment,Duitnow,24,Female,Marketing executive,Tourism
1/8/2020 12:13,23402,House Installment,Instant Transfer,43,Female,Risk analyst,Defence
2/3/2020 11:48,60665,Utility,Instant Transfer,87,Female,"Scientist, research (medical)",Oil and Gas
4/4/2020 16:13,32595,Utility,IBG,57,Male,Air broker,Energy
2/27/2020 18:33,16801,Car Installment,Duitnow,53,Female,Metallurgist,Tourism
3/28/2020 8:37,48854,Car Installment,Instant Transfer,98,Female,"Psychologist, educational",Oil and Gas
4/9/2020 9:08,74765,Transaction,Duitnow,19,Female,Records manager,Construction
2/27/2020 9:04,50753,Transaction,IBG,95,Male,Meteorologist,Oil and Gas
3/3/2020 1:30,16301,House Installment,Duitnow,56,Male,Politician's assistant,Construction
3/24/2020 16:37,77139,House Installment,IBG,43,Female,Medical illustrator,Medical Tourism
3/5/2020 21:16,66121,Transaction,Duitnow,24,Male,"Therapist, sports",Medical Tourism
2/16/2020 13:46,71438,Car Installment,Instant Transfer,55,Male,"Editor, film/video",Automotive
3/6/2020 15:38,66681,Utility,Duitnow,45,Male,"Pilot, airline",Energy
1/30/2020 14:39,75688,Credit Card Installment,Duitnow,53,Male,Early years teacher,Eletrical & Electronic
5/11/2020 13:54,2030,Credit Card Installment,IBG,83,Female,Geographical information systems officer,Energy
3/23/2020 9:27,85984,House Installment,Instant Transfer,65,Male,Research scientist (physical sciences),Defence
4/20/2020 23:22,37376,Credit Card Installment,Duitnow,41,Female,Ergonomist,Finance & Banking
4/13/2020 14:28,60777,Credit Card Installment,Duitnow,37,Female,"Restaurant manager, fast food",Construction
5/9/2020 0:32,44255,Credit Card Installment,Duitnow,40,Female,Curator,Transport Network
2/10/2020 6:43,97297,House Installment,Instant Transfer,95,Male,Merchant navy officer,Automotive
1/17/2020 6:41,20382,Transaction,Duitnow,73,Male,"Therapist, occupational",Defence
2/23/2020 1:43,67088,Transaction,IBG,96,Male,Emergency planning/management officer,Finance & Banking
3/2/2020 8:18,29298,Car Installment,IBG,19,Female,Accounting technician,Tourism
5/12/2020 10:53,38847,Credit Card Installment,Instant Transfer,76,Female,Barista,Defence
1/19/2020 11:01,76458,Car Installment,Duitnow,47,Female,Chiropractor,Medical Tourism
1/10/2020 1:50,43348,Transaction,Duitnow,86,Male,Electrical engineer,Construction
2/18/2020 14:57,65846,House Installment,Duitnow,18,Female,Corporate investment banker,Medical Tourism
2/7/2020 18:20,24320,House Installment,Duitnow,30,Female,Field trials officer,Medical Tourism
3/29/2020 15:36,11895,Car Installment,IBG,78,Female,Animator,Defence
4/23/2020 15:56,53041,Credit Card Installment,IBG,74,Female,"Sales professional, IT",Tourism
2/28/2020 22:49,11576,Credit Card Installment,IBG,40,Female,Senior tax professional/tax inspector,Energy
3/11/2020 2:17,72751,Car Installment,Duitnow,77,Female,Marketing executive,Energy
3/28/2020 22:57,25079,House Installment,Instant Transfer,22,Male,Secretary/administrator,Construction
4/10/2020 10:18,3182,Transaction,Duitnow,38,Male,Materials engineer,Defence
1/11/2020 4:41,40798,Utility,Duitnow,89,Male,"Designer, ceramics/pottery",Medical Tourism
2/19/2020 14:30,89116,Transaction,Duitnow,19,Male,Tourism officer,Oil and Gas
3/4/2020 19:46,87599,Transaction,Instant Transfer,50,Male,English as a foreign language teacher,Medical Tourism
4/23/2020 21:09,10805,Car Installment,Instant Transfer,40,Male,Statistician,Finance & Banking
1/2/2020 14:17,29891,Credit Card Installment,Instant Transfer,60,Male,Health promotion specialist,Energy
4/2/2020 3:13,89966,Transaction,Duitnow,75,Male,Lawyer,Finance & Banking
2/10/2020 11:20,65436,Credit Card Installment,Instant Transfer,59,Male,Academic librarian,Defence
2/16/2020 2:24,56650,House Installment,Duitnow,65,Male,"Radiographer, therapeutic",Finance & Banking
5/11/2020 14:26,8154,Credit Card Installment,Instant Transfer,79,Female,Mechanical engineer,Medical Tourism
4/28/2020 18:50,8792,Transaction,Duitnow,71,Female,"Scientist, water quality",Transport Network
3/29/2020 23:35,44780,House Installment,Instant Transfer,26,Female,Airline pilot,Tourism
3/20/2020 3:19,55354,Utility,Duitnow,71,Female,"Psychologist, sport and exercise",Tourism
3/21/2020 1:48,98328,Transaction,Duitnow,32,Male,Counsellor,Finance & Banking
3/4/2020 18:13,15182,Transaction,Duitnow,52,Male,Advertising copywriter,Transport Network
3/11/2020 12:33,7545,Credit Card Installment,IBG,83,Male,Community development worker,Oil and Gas
4/8/2020 22:53,3494,Car Installment,Duitnow,76,Male,Publishing rights manager,Finance & Banking
1/10/2020 9:06,61693,House Installment,Instant Transfer,71,Male,Actor,Construction
2/26/2020 8:32,98446,Credit Card Installment,Instant Transfer,45,Female,Multimedia specialist,Construction
2/12/2020 18:33,35422,House Installment,IBG,76,Male,Estate manager/land agent,Defence
4/15/2020 17:45,52755,Credit Card Installment,Duitnow,82,Female,Dispensing optician,Medical Tourism
2/15/2020 8:19,14937,Utility,Instant Transfer,30,Male,Animator,Defence
3/10/2020 22:09,47656,Utility,Duitnow,32,Female,Fisheries officer,Oil and Gas
2/5/2020 4:41,80781,Car Installment,Instant Transfer,63,Male,Arts administrator,Energy
2/13/2020 4:35,19084,House Installment,Instant Transfer,71,Female,"Geologist, wellsite",Automotive
4/12/2020 18:11,91325,Car Installment,IBG,29,Female,"Therapist, art",Defence
3/20/2020 19:57,61459,Transaction,Instant Transfer,73,Male,Biomedical engineer,Automotive
1/10/2020 1:43,78212,Utility,Instant Transfer,67,Female,Primary school teacher,Construction
2/24/2020 9:12,86943,Transaction,Duitnow,49,Male,Telecommunications researcher,Defence
3/16/2020 5:58,83997,Utility,Instant Transfer,30,Female,"Scientist, clinical (histocompatibility and immunogenetics)",Construction
3/31/2020 13:06,23400,House Installment,IBG,18,Female,IT consultant,Automotive
4/24/2020 4:58,42962,House Installment,IBG,77,Male,"Nurse, children's",Transport Network
3/16/2020 7:30,19185,Car Installment,IBG,77,Male,Haematologist,Medical Tourism
1/25/2020 12:55,324,Utility,IBG,28,Female,Hydrologist,Finance & Banking
3/27/2020 10:22,25317,Transaction,Instant Transfer,50,Male,Health and safety inspector,Tourism
2/14/2020 10:04,48021,Transaction,IBG,28,Female,"Engineer, civil (consulting)",Oil and Gas
3/23/2020 21:05,50463,Transaction,Instant Transfer,81,Male,Museum education officer,Finance & Banking
2/28/2020 15:46,56766,Car Installment,Instant Transfer,86,Male,Prison officer,Automotive
3/23/2020 10:30,34459,Transaction,IBG,41,Male,Firefighter,Construction
2/12/2020 14:55,75640,House Installment,IBG,63,Male,"Psychologist, clinical",Automotive
4/8/2020 21:04,63376,Credit Card Installment,Instant Transfer,99,Male,Food technologist,Oil and Gas
1/11/2020 16:59,21831,Transaction,Instant Transfer,46,Male,Theatre stage manager,Automotive
1/30/2020 11:37,58363,Car Installment,Duitnow,50,Male,Pharmacologist,Oil and Gas
4/23/2020 20:32,75224,Transaction,IBG,48,Female,Ophthalmologist,Finance & Banking
4/14/2020 23:26,14427,Car Installment,IBG,21,Male,IT technical support officer,Eletrical & Electronic
3/15/2020 17:33,44575,Credit Card Installment,Duitnow,40,Female,"Accountant, chartered public finance",Finance & Banking
3/20/2020 10:59,49073,Car Installment,Instant Transfer,68,Female,Camera operator,Transport Network
2/26/2020 20:44,33121,Car Installment,IBG,81,Male,Professor Emeritus,Defence
1/27/2020 17:53,38253,Transaction,IBG,25,Female,Manufacturing engineer,Medical Tourism
2/1/2020 19:18,67100,Utility,IBG,29,Male,"Therapist, music",Oil and Gas
2/13/2020 14:53,33562,Transaction,Duitnow,54,Female,"Doctor, hospital",Tourism
3/28/2020 1:22,32347,Car Installment,Duitnow,52,Male,Music therapist,Eletrical & Electronic
4/23/2020 16:04,66393,Utility,Duitnow,62,Female,Community development worker,Automotive
2/26/2020 9:22,5195,Car Installment,IBG,40,Male,Conference centre manager,Construction
4/8/2020 4:34,8178,House Installment,IBG,70,Female,"Therapist, horticultural",Transport Network
4/19/2020 10:10,18741,Credit Card Installment,Instant Transfer,47,Female,Theatre manager,Oil and Gas
5/3/2020 12:30,58765,Utility,Instant Transfer,92,Female,Child psychotherapist,Oil and Gas
3/6/2020 5:24,8420,House Installment,Duitnow,77,Female,Health and safety inspector,Medical Tourism
3/3/2020 13:07,70882,Utility,Instant Transfer,45,Female,"Civil engineer, consulting",Energy
4/20/2020 10:23,311,Credit Card Installment,IBG,66,Male,Museum/gallery conservator,Construction
2/29/2020 2:04,14191,Credit Card Installment,Instant Transfer,88,Male,Garment/textile technologist,Transport Network
4/23/2020 1:04,65486,Utility,IBG,58,Male,Broadcast engineer,Defence
2/6/2020 0:50,18672,Credit Card Installment,Duitnow,51,Female,Chief Financial Officer,Defence
5/2/2020 23:29,64097,House Installment,Instant Transfer,55,Female,"Engineer, agricultural",Transport Network
2/16/2020 9:17,79064,Credit Card Installment,Duitnow,65,Male,Surgeon,Eletrical & Electronic
4/2/2020 4:05,73166,Transaction,Duitnow,56,Female,Advertising copywriter,Automotive
5/5/2020 0:36,17840,Utility,Instant Transfer,37,Male,Health and safety adviser,Construction
2/11/2020 10:28,30803,Credit Card Installment,IBG,27,Female,Games developer,Construction
2/24/2020 1:24,85888,Credit Card Installment,Duitnow,19,Female,"Administrator, sports",Eletrical & Electronic
2/23/2020 16:47,25117,Car Installment,Duitnow,78,Female,Estate manager/land agent,Finance & Banking
2/20/2020 17:11,37619,Transaction,IBG,51,Female,Risk analyst,Oil and Gas
3/9/2020 22:28,45009,Utility,Duitnow,96,Male,"Scientist, biomedical",Defence
1/3/2020 23:58,89483,Car Installment,Duitnow,80,Female,"Research officer, trade union",Energy
4/7/2020 17:29,21513,Credit Card Installment,Instant Transfer,41,Male,Amenity horticulturist,Transport Network
2/5/2020 5:48,18751,Utility,IBG,54,Male,Brewing technologist,Automotive
4/29/2020 3:09,95926,Transaction,IBG,32,Female,Information systems manager,Automotive
4/1/2020 15:52,51854,House Installment,Duitnow,91,Female,Marketing executive,Tourism
4/21/2020 4:34,38857,Utility,IBG,95,Male,Chief Executive Officer,Energy
1/12/2020 19:56,8034,Transaction,Instant Transfer,53,Male,Health promotion specialist,Eletrical & Electronic
1/1/2020 4:08,48055,House Installment,Duitnow,63,Male,Education administrator,Energy
1/14/2020 18:18,61772,Transaction,Duitnow,87,Female,Media planner,Defence
4/13/2020 5:38,9868,Utility,IBG,73,Male,Minerals surveyor,Tourism
1/21/2020 11:49,33233,Credit Card Installment,Duitnow,70,Female,Tour manager,Defence
2/4/2020 8:41,16473,Credit Card Installment,IBG,32,Female,"Surveyor, insurance",Tourism
3/20/2020 10:56,83533,Credit Card Installment,Instant Transfer,65,Female,Network engineer,Transport Network
2/4/2020 2:03,73818,Utility,Duitnow,67,Male,"Scientist, research (life sciences)",Eletrical & Electronic
1/18/2020 18:08,78238,House Installment,Duitnow,94,Female,"Buyer, industrial",Automotive
3/6/2020 17:58,77625,Car Installment,Instant Transfer,59,Female,Dramatherapist,Finance & Banking
3/3/2020 8:55,10762,House Installment,Instant Transfer,69,Female,"Pilot, airline",Transport Network
2/4/2020 15:42,9852,Utility,IBG,45,Female,Clothing/textile technologist,Transport Network
1/19/2020 0:53,2758,House Installment,Duitnow,69,Male,Haematologist,Tourism
4/3/2020 16:32,57059,Car Installment,IBG,61,Female,Diagnostic radiographer,Eletrical & Electronic
1/17/2020 5:22,70150,Transaction,Duitnow,70,Male,"Geologist, wellsite",Finance & Banking
4/2/2020 3:38,16497,Transaction,Duitnow,59,Female,"Designer, television/film set",Energy
2/13/2020 7:03,31439,Car Installment,Instant Transfer,71,Male,Chief of Staff,Eletrical & Electronic
1/18/2020 8:50,894,Car Installment,IBG,20,Male,Volunteer coordinator,Finance & Banking
4/7/2020 5:16,40416,Credit Card Installment,IBG,52,Female,"Scientist, research (physical sciences)",Transport Network
2/27/2020 14:34,22043,Utility,Duitnow,76,Female,Hospital pharmacist,Finance & Banking
2/11/2020 5:02,72866,House Installment,Instant Transfer,96,Male,Adult guidance worker,Oil and Gas
3/23/2020 2:03,3675,House Installment,IBG,76,Female,Orthoptist,Tourism
3/29/2020 17:07,29195,House Installment,IBG,42,Female,Chief Technology Officer,Finance & Banking
2/14/2020 13:09,24470,House Installment,IBG,34,Female,Scientific laboratory technician,Transport Network
2/10/2020 23:34,13595,Credit Card Installment,Instant Transfer,37,Male,Pension scheme manager,Eletrical & Electronic
1/24/2020 13:57,50274,Car Installment,Instant Transfer,97,Female,Research scientist (medical),Tourism
3/7/2020 19:07,62565,Utility,IBG,18,Male,"Merchandiser, retail",Tourism
